Bloom_Report_ID,Case_Assignment,Case_ID,Number_of_Blooms_Linked_to_Case,Report_Type,Bloom_Date_Created,Water_Body_Name,Official_Water_Body_Name,Landmark,County,Regional_Water_Board,Bloom_Latitude,Bloom Longitude,Bloom_Longitude,Bloom_Datum,Observation_Date,Has_Pictures,Reported_Advisory_Types,Weather_Condition,Surface_Water_Condition,Bloom_Size,Bloom_Location,Bloom_Texture,Reported_Management_Organizations,DDW_District_Office,Drinking_Water_Source,Water_Body_Manager,Rec_Land_Manager,Water_Body_Use,Water_Body_Type,Number_of_Advisories_Linked_to_Bloom,Advisory_ID,Response_Update_By,Advisory_Recommended,Advisory_Date,AdvisoryStartDate,AdvisoryEndDate,AdvisoryDetail,Advisory_Detail_Description,Advisory_Date_of_Recommendation,Spatial_Extent_of_Advisory,Extent_Unit_of_Measure,Last_Field_Result_Sample_Date,Lab_Data_Linked_to_Bloom,Field_Visual_Records_Linked_to_Bloom,Field_Measurement_Data_Linked_to_Bloom,Case_Start_Date,Case_Year,Case_Water_Body_Name,Case_Class,Case_Status,Case_Lead,Case_End_Date,Case_DateTimeStamp,HAB_Bloom_Reports_FLATFILE_ID
1489,,43,11,,9/20/2016 12:00:00 AM,Old River,Old River,Old River Upstream off ORM site,San Joaquin,Region 5 - Central Valley,37.78707,-121.5017,-121.5017,,9/14/2016 12:00:00 AM,Yes,None,,,,,,Central Valley Regional Water Quality Control Board,,No,California Department of Water Resources,Unknown,,Wadeable stream,1,33,,None,,9/20/2016 12:00:00 AM,,,,,,,9/20/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Old River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,45
1490,,43,11,,9/20/2016 12:00:00 AM,Old River,Old River,Old River Upstream of DGL site,San Joaquin,Region 5 - Central Valley,37.80964,-121.41196,-121.41196,,9/14/2016 12:00:00 AM,Yes,None,,,,,,Central Valley Regional Water Quality Control Board,,No,California Department of Water Resources,Unknown,,Wadeable stream,1,34,,None,,9/20/2016 12:00:00 AM,,,,,,,9/20/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Old River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,46
1476,,43,11,,9/20/2016 12:00:00 AM,Old River,Old River,Old River (Kings Island),San Joaquin,Region 5 - Central Valley,37.85822,-121.56839,-121.56839,,9/14/2016 12:00:00 AM,Yes,None,,,,,,Central Valley Regional Water Quality Control Board,,No,California Department of Water Resources,Unknown,,Wadeable stream,1,27,,None,,9/20/2016 12:00:00 AM,,,,,,,9/20/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Old River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,47
1477,,43,11,,9/20/2016 12:00:00 AM,Old River,Old River,Old River (Rivers End Marina),San Joaquin,Region 5 - Central Valley,37.80983,-121.55994,-121.55994,,9/14/2016 12:00:00 AM,Yes,Caution,,,between a tennis court and a sedan,,,Central Valley Regional Water Quality Control Board,,Unknown,California Department of Water Resources,Unknown,,Wadeable stream,1,25,,Caution,,9/20/2016 12:00:00 AM,,,,,,,9/20/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Old River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,48
1478,,43,11,,9/20/2016 12:00:00 AM,Old River,Old River,Old River at the Delta Mendota Canal Intake,San Joaquin,Region 5 - Central Valley,37.81686,-121.55701,-121.55701,,9/14/2016 12:00:00 AM,Yes,None,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,California Department of Water Resources,Unknown,,Wadeable stream,1,30,,None,,9/20/2016 12:00:00 AM,,,,,,,9/20/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Old River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,49
1479,,43,11,,9/20/2016 12:00:00 AM,Old River,Old River,Old River (ODM Site),San Joaquin,Region 5 - Central Valley,37.81092,-121.54536,-121.54536,,9/14/2016 12:00:00 AM,Yes,None,,,,,,Central Valley Regional Water Quality Control Board,,No,California Department of Water Resources,Unknown,,Wadeable stream,1,28,,None,,9/20/2016 12:00:00 AM,,,,,,,9/20/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Old River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,50
1480,,43,11,,9/20/2016 12:00:00 AM,Old River,Old River,Old River (Upstream of Mountain House) site ORM,San Joaquin,Region 5 - Central Valley,37.79494,-121.51991,-121.51991,,9/14/2016 12:00:00 AM,Yes,None,,,,,,Central Valley Regional Water Quality Control Board,,No,California Department of Water Resources,Unknown,,Wadeable stream,1,32,,None,,9/20/2016 12:00:00 AM,,,,,,,9/20/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Old River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,51
1481,,43,11,,9/20/2016 12:00:00 AM,Old River,Old River,Old River - Tracy Wildlife Area (Site TWA),San Joaquin,Region 5 - Central Valley,37.80263,-121.45738,-121.45738,,9/14/2016 12:00:00 AM,Yes,None,,,,,,Central Valley Regional Water Quality Control Board,,No,California Department of Water Resources,Unknown,,Wadeable stream,1,35,,None,,9/20/2016 12:00:00 AM,,,,,,,9/20/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Old River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,52
1482,,43,11,,9/20/2016 12:00:00 AM,Old River,Old River,Old River at Doughty Cut (Site name DGL),San Joaquin,Region 5 - Central Valley,37.81502,-121.42519,-121.42519,,9/14/2016 12:00:00 AM,Yes,None,,,,,,Central Valley Regional Water Quality Control Board,,No,California Department of Water Resources,Unknown,,Wadeable stream,1,26,,None,,9/20/2016 12:00:00 AM,,,,,,,9/20/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Old River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,53
1430,,44,1,,7/28/2016 12:00:00 AM,O'Neill Forebay,O'Neill Reservoir,O'Neill Forebay,Merced,Region 5 - Central Valley,37.069512,-121.06711,-121.06711,,7/11/2016 12:00:00 AM,No,None,,,,,,DWR,,yes,United States Bureau of Reclamation,California State Parks,,Reservoir,1,36,,None,9/20/2016 12:00:00 AM,7/28/2016 12:00:00 AM,,,,9/20/2016 12:00:00 AM,,,9/9/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,O'Neill Forebay,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,54
1429,,45,1,,7/28/2016 12:00:00 AM,San Luis Reservoir,San Luis Reservoir,San Luis Reservoir,Merced,Region 5 - Central Valley,37.072892,-121.13813,-121.13813,,7/26/2016 12:00:00 AM,No,Caution,,,,,,DWR,,yes,United States Bureau of Reclamation,United States Bureau of Reclamation,,Reservoir,1,37,,Caution,12/8/2016 12:00:00 AM,7/28/2016 12:00:00 AM,,,,12/8/2016 12:00:00 AM,,,11/28/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,San Luis Reservoir,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,55
1471,,46,8,,9/12/2016 12:00:00 AM,Shasta Lake,Shasta Lake,Shasta Lake - O'Brien area,Shasta,Region 5 - Central Valley,40.809776,-122.37115,-122.37115,,8/24/2016 12:00:00 AM,No,Caution,,,,,,Central Valley Regional Water Quality Control Board,,No,United States Forest Service,Unknown,,Reservoir,1,45,,Caution,8/24/2016 12:00:00 AM,9/12/2016 12:00:00 AM,,,,8/24/2016 12:00:00 AM,,,8/24/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,56
1472,,46,8,,9/12/2016 12:00:00 AM,Shasta Lake,Shasta Lake,Shasta Lake - Antlers Area,Shasta,Region 5 - Central Valley,40.881943,-122.37732,-122.37732,,8/24/2016 12:00:00 AM,No,Caution,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,Unknown,United States Forest Service,,Reservoir,1,41,,Caution,8/24/2016 12:00:00 AM,9/12/2016 12:00:00 AM,,,,8/24/2016 12:00:00 AM,,,8/24/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,57
1468,,46,8,,9/12/2016 12:00:00 AM,Shasta Lake,Shasta Lake,Shasta Lake - Bridge Bay,Shasta,Region 5 - Central Valley,40.76192,-122.32378,-122.32378,,8/24/2016 12:00:00 AM,No,Caution,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,Unknown,United States Forest Service,,Reservoir,1,42,,Caution,9/2/2016 12:00:00 AM,9/12/2016 12:00:00 AM,,,,9/2/2016 12:00:00 AM,,,9/2/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,58
1469,,46,8,,9/12/2016 12:00:00 AM,Shasta Lake,Shasta Lake,Shasta Lake - Digger Bay,Shasta,Region 5 - Central Valley,40.732668,-122.4015,-122.4015,,8/24/2016 12:00:00 AM,No,Caution,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,Unknown,United States Forest Service,,Reservoir,1,43,,Caution,9/2/2016 12:00:00 AM,9/12/2016 12:00:00 AM,,,,9/2/2016 12:00:00 AM,,,9/2/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,59
1463,,46,8,,9/12/2016 12:00:00 AM,Shasta Lake,Shasta Lake,Shasta Lake - Squaw Arm,Shasta,Region 5 - Central Valley,40.777897,-122.21091,-122.21091,,8/9/2016 12:00:00 AM,No,Caution,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,Unknown,United States Forest Service,,Reservoir,1,40,,Caution,9/2/2016 12:00:00 AM,9/12/2016 12:00:00 AM,,,,9/2/2016 12:00:00 AM,,,9/2/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,60
1464,,46,8,,9/12/2016 12:00:00 AM,Shasta Lake,Shasta Lake,Shasta Lake - Silverthorn,Shasta,Region 5 - Central Valley,40.75585,-122.24727,-122.24727,,8/9/2016 12:00:00 AM,No,Caution,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,Unknown,United States Forest Service,,Reservoir,1,39,,Caution,9/2/2016 12:00:00 AM,9/12/2016 12:00:00 AM,,,,9/2/2016 12:00:00 AM,,,9/2/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,61
1465,,46,8,,9/12/2016 12:00:00 AM,Shasta Lake,Shasta Lake,Shasta Lake - Jones Valley,Shasta,Region 5 - Central Valley,40.736056,-122.22351,-122.22351,,8/9/2016 12:00:00 AM,No,Caution,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,Unknown,United States Forest Service,,Reservoir,1,38,,Caution,9/2/2016 12:00:00 AM,9/12/2016 12:00:00 AM,,,,9/2/2016 12:00:00 AM,,,9/2/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,62
1466,,46,8,,9/12/2016 12:00:00 AM,Shasta Lake,Shasta Lake,Shasta Lake - Holiday Harbor,Shasta,Region 5 - Central Valley,40.794513,-122.29453,-122.29453,,8/24/2016 12:00:00 AM,No,Caution,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,Unknown,United States Forest Service,,Reservoir,1,44,,Caution,9/2/2016 12:00:00 AM,9/12/2016 12:00:00 AM,,,,9/2/2016 12:00:00 AM,,,9/2/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,63
1415,,47,1,,6/6/2016 12:00:00 AM,San Joaquin River,Stockton Deep Water Channel,San Joaquin River (Stockton Deep Water Ship Channel),San Joaquin,Region 5 - Central Valley,38.018501,-121.80568,-121.80568,,6/2/2016 12:00:00 AM,No,Caution,,,,,,,,unknown,Local Port,Local Port,,Wadeable stream,1,46,,Caution,9/9/2016 12:00:00 AM,6/6/2016 12:00:00 AM,,,,9/9/2016 12:00:00 AM,,,9/9/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,San Joaquin River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,64
1492,,48,1,Public Reporting,9/22/2016 12:00:00 AM,Buckley Cove,Buckley Ponds,Buckley Cove (Marina),San Joaquin,Region 5 - Central Valley,37.977195,-121.37669,-121.37669,,9/21/2016 12:00:00 AM,No,None,,,,,,Central Valley Regional Water Quality Control Board,,No,Unknown,Unknown,,Reservoir,1,47,,None,,9/22/2016 12:00:00 AM,,,,,,,9/22/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Buckley Cove Marina,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,65
1473,,49,1,,9/14/2016 12:00:00 AM,Diaz Lake,Diaz Lake,Diaz Lake,Inyo,Region 6 - Lahontan,36.5621847,-118.05562,-118.05562,,9/1/2016 12:00:00 AM,No,Caution,,,,,,Regional Water Quality Control Board,,Unknown,Los Angeles Department of Water and Power,County Environmental Health Department,,Reservoir,1,48,,Caution,9/13/2016 12:00:00 AM,9/14/2016 12:00:00 AM,,,,9/13/2016 12:00:00 AM,,,9/13/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Diaz Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,66
1448,,50,2,,8/9/2016 12:00:00 AM,Iron Gate Reservoir,Iron Creek,,Siskiyou,Region 1 - North Coast,41.959463,-122.43256,-122.43256,,6/20/2016 12:00:00 AM,No,NA - refer to Report Details,,,,,,North Coast Regional Water Quality Control Board,,no,Unknown,Unknown,,Reservoir,1,1443,,NA - refer to Report Details,,8/9/2016 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Iron Gate Reservoir,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,67
1431,,50,2,,7/28/2016 12:00:00 AM,Iron Gate Reservoir,Iron Creek,,Siskiyou,Region 1 - North Coast,41.959463,-122.43256,-122.43256,,6/20/2016 12:00:00 AM,No,None,,,,,,Regional Board,,unknown,Pacific Gas and Electric,PacifiCorp,,Reservoir,1,49,,None,12/8/2016 12:00:00 AM,7/28/2016 12:00:00 AM,,,,12/8/2016 12:00:00 AM,,,12/8/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Iron Gate Reservoir,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,68
1444,,51,1,,8/4/2016 12:00:00 AM,Silverwood Lake,Silverwood Reservoir,,San Bernardino,Region 6 - Lahontan,34.285733,-117.34536,-117.34536,,7/25/2016 12:00:00 AM,No,None,,,,,,DWR,,unknown,California Department of Water Resources,California Department of Water Resources,,Reservoir,1,50,,None,9/20/2016 12:00:00 AM,8/4/2016 12:00:00 AM,,,,9/20/2016 12:00:00 AM,,,9/6/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Silverwood Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,69
1446,,52,2,,8/8/2016 12:00:00 AM,Canyon Lake,Canyon Lake (Railroad Canyon Reservoir),,Riverside,Region 8 - Santa Ana,33.6870414,-117.2726,-117.2726,,8/1/2016 12:00:00 AM,No,None,,,,,,Santa Ana RWQCB,,unknown,Unknown,Community HOA,,Reservoir,1,51,,None,9/19/2016 12:00:00 AM,8/8/2016 12:00:00 AM,,,,9/19/2016 12:00:00 AM,,,9/12/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Canyon Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,70
1459,,52,2,Public Reporting,8/16/2016 12:00:00 AM,Canyon Lake,Canyon Lake (Railroad Canyon Reservoir),Canyon Lake,Riverside,Region 8 - Santa Ana,33.68248,-117.27335,-117.27335,,8/5/2016 12:00:00 AM,No,NA - refer to Report Details,,,,,,RWQCB-8,,,Unknown,Unknown,,Reservoir,1,1444,,NA - refer to Report Details,,8/16/2016 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Canyon Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,71
1428,,53,1,,7/28/2016 12:00:00 AM,Lake Elsinore,"Elsinore, Lake",,Riverside,Region 8 - Santa Ana,33.651146,-117.33189,-117.33189,,7/20/2016 12:00:00 AM,No,Danger,,,,,,,,no,Unknown,City Department,,Reservoir,1,52,,Danger,9/19/2016 12:00:00 AM,7/28/2016 12:00:00 AM,,,,9/19/2016 12:00:00 AM,,,9/12/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Lake Elsinore,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,72
1416,,54,1,,7/12/2016 12:00:00 AM,Shasta Lake,,Shasta Lake/Pit River Arm,Shasta,Region 5 - Central Valley,40.822311,-122.02478,-122.02478,,7/5/2016 12:00:00 AM,No,Caution,,,,,,Region 5 CVRWQCB,,unknown,Unknown,United States Forest Service,,Reservoir,1,53,,Caution,9/9/2016 12:00:00 AM,7/12/2016 12:00:00 AM,,,,9/9/2016 12:00:00 AM,,,9/9/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,73
1419,,55,4,,7/11/2016 12:00:00 AM,Copco Reservoir,,,Siskiyou,Region 1 - North Coast,41.9854662,-122.3478,-122.3478,,6/24/2016 12:00:00 AM,No,None,,,,,,North Coast Regional Water Quality Control Board,,no,PacifiCorp,PacifiCorp,,Reservoir,1,54,,None,12/8/2016 12:00:00 AM,7/11/2016 12:00:00 AM,,,,12/8/2016 12:00:00 AM,,,12/8/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Copco Reservoir,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,74
1434,,55,4,,7/28/2016 12:00:00 AM,Copco Reservoir,,,Siskiyou,Region 1 - North Coast,41.9854662,-122.3478,-122.3478,,6/24/2016 12:00:00 AM,No,NA - refer to Report Details,,,,,,North Coast Regional Water Quality Control Board,,no,Unknown,Unknown,,Reservoir,1,1446,,NA - refer to Report Details,,7/28/2016 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Copco Reservoir,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,75
1435,,55,4,,7/28/2016 12:00:00 AM,Copco Reservoir,,,Siskiyou,Region 1 - North Coast,41.9854662,-122.3478,-122.3478,,6/24/2016 12:00:00 AM,No,NA - refer to Report Details,,,,,,North Coast Regional Water Quality Control Board,,no,Unknown,Unknown,,Reservoir,1,1445,,NA - refer to Report Details,,7/28/2016 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Copco Reservoir,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,76
1506,,55,4,Public Reporting,12/8/2016 12:00:00 AM,Copco Reservoir,,"Copco Reservoir, Iron Gate Reservoir, Klamath River",Siskiyou,Region 1 - North Coast,41.98126,-122.30386,-122.30386,,12/8/2016 12:00:00 AM,No,NA - refer to Report Details,,,,,,NCRWQCB,,No,Unknown,Unknown,,Reservoir,1,1447,,NA - refer to Report Details,,12/8/2016 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Copco Reservoir,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,77
1497,,56,1,,10/11/2016 12:00:00 AM,Cosumnes River,,,Sacramento,Region 5 - Central Valley,38.49773,-121.06555,-121.06555,,10/7/2016 12:00:00 AM,No,NA - refer to Report Details,,,,,,,,No,Unknown,Unknown,,Wadeable stream,1,1448,,NA - refer to Report Details,12/8/2016 12:00:00 AM,10/11/2016 12:00:00 AM,,,,12/8/2016 12:00:00 AM,,,,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Cosumnes River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,78
1498,,57,2,Public Reporting,10/12/2016 12:00:00 AM,Eel River,,Eel River near Outlet Creek,Mendocino,Region 1 - North Coast,39.626885,-123.34726,-123.34726,,10/10/2016 12:00:00 AM,No,NA - refer to Report Details,,,,,,North Coast Regional Water Quality Control Board,,Unknown,Unknown,Unknown,,Wadeable stream,1,1449,,NA - refer to Report Details,,10/12/2016 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Eel River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,79
1491,,57,2,,9/21/2016 12:00:00 AM,Eel River,,Eel River near Outlet Creek,Mendocino,Region 1 - North Coast,39.626885,-123.34726,-123.34726,,9/14/2016 12:00:00 AM,No,None,,,,,,North Coast Regional Water Quality Control Board,,Unknown,Unknown,Unknown,,Wadeable stream,1,55,,None,11/1/2016 12:00:00 AM,9/21/2016 12:00:00 AM,,,,11/1/2016 12:00:00 AM,,,9/21/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Eel River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,80
1449,,58,1,Public Reporting,8/10/2016 12:00:00 AM,Lake Isabella,,Isabella Lake,Kern,Region 5 - Central Valley,35.648032,-118.41637,-118.41637,,8/10/2016 12:00:00 AM,No,Warning,,,,,,Region 5,,,County Environmental Health Department,County Environmental Health Department,,Reservoir,1,56,,Warning,9/9/2016 12:00:00 AM,8/10/2016 12:00:00 AM,,,,9/9/2016 12:00:00 AM,,,8/10/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Isabella Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,81
1458,,59,1,,8/16/2016 12:00:00 AM,Kern River,,,Kern,Region 5 - Central Valley,35.63894,-118.48448,-118.48448,,8/3/2016 12:00:00 AM,No,Caution,,,,,,Region 5,,unknown,Unknown,Unknown,,Wadeable stream,1,57,,Caution,9/9/2016 12:00:00 AM,8/16/2016 12:00:00 AM,,,,9/9/2016 12:00:00 AM,,,9/9/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Kern River,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,82
1420,,60,1,,7/28/2016 12:00:00 AM,Lake Britton,,,Shasta,Region 5 - Central Valley,41.02986,-121.64647,-121.64647,,7/22/2016 12:00:00 AM,No,None,,,,,,Central Valley Water Board,,unknown,Pacific Gas and Electric,Pacific Gas and Electric,,Reservoir,1,58,,None,9/9/2016 12:00:00 AM,7/28/2016 12:00:00 AM,,,,9/9/2016 12:00:00 AM,,,9/9/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Lake Britton,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,83
1453,,61,1,Public Reporting,8/24/2016 12:00:00 AM,Lake Clementine,,upper lake clementine beach and campsites,Placer,Region 5 - Central Valley,0,0,0,,7/16/2016 12:00:00 AM,No,NA - refer to Report Details,,,,,,NONE,,,Unknown,Unknown,,Reservoir,1,1451,,NA - refer to Report Details,,8/24/2016 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2016 12:00:00 AM,2016,upper lake clementine,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,84
1508,,62,2,,1/31/2017 12:00:00 AM,Lake Cunningham,,,Santa Clara,Region 2 - San Francisco Bay,37.335393,-121.80968,-121.80968,WGS84,8/31/2016 12:00:00 AM,No,NA - refer to Report Details,,,larger than a football field,,,City of San Jose - ESD,,No,Unknown,Unknown,,Reservoir,1,1452,,NA - refer to Report Details,,1/31/2017 12:00:00 AM,,,,,,,,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Lake Cunningham,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,85
1548,,62,2,,6/12/2017 12:00:00 AM,Lake Cunningham,,,Santa Clara,Region 2 - San Francisco Bay,37.335371,-121.80965,-121.80965,,6/28/2016 12:00:00 AM,No,Danger,,,,,,City of San Jose,,No,City Department,City Department,,Reservoir,1,59,,Danger,6/12/2017 12:00:00 AM,6/12/2017 12:00:00 AM,,,,6/12/2017 12:00:00 AM,,,12/21/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Lake Cunningham,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,86
1467,,63,1,,9/12/2016 12:00:00 AM,Shasta Lake,,Shasta Lake - McCloud Arm,Shasta,Region 5 - Central Valley,40.858,-122.25,-122.25,,8/24/2016 12:00:00 AM,No,Caution,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,Unknown,United States Forest Service,,Reservoir,1,60,,Caution,9/2/2016 12:00:00 AM,9/12/2016 12:00:00 AM,,,,9/2/2016 12:00:00 AM,,,9/2/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,87
1470,,64,1,,9/12/2016 12:00:00 AM,Shasta Lake,,Shasta Lake - Sacramento Arm,Shasta,Region 5 - Central Valley,40.773263,-122.37706,-122.37706,,8/24/2016 12:00:00 AM,No,Caution,,,,,,Central Valley Regional Water Quality Control Board,,Unknown,Unknown,United States Forest Service,,Reservoir,1,61,,Caution,9/2/2016 12:00:00 AM,9/12/2016 12:00:00 AM,,,,9/2/2016 12:00:00 AM,,,9/2/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Shasta Lake,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,88
1474,,65,1,,9/14/2016 12:00:00 AM,Millpond,,Millpond,Inyo,Region 6 - Lahontan,37.378984,-118.49262,-118.49262,,9/1/2016 12:00:00 AM,No,Caution,,,,,,Regional Water Quality Control Board,,Unknown,Unknown,Unknown,,Pond (<1 ha),1,62,,Caution,9/2/2016 12:00:00 AM,9/14/2016 12:00:00 AM,,,,9/2/2016 12:00:00 AM,,,9/2/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Millpond,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,89
1445,,66,1,,8/5/2016 12:00:00 AM,Mountain Meadows Reservoir,,Mountain Meadows Reservoir,Lassen,Region 5 - Central Valley,40.283725,-121.02456,-121.02456,,8/5/2016 12:00:00 AM,No,None,,,,,,Central Valley Regional Water Quality Control Board,,unknown,Pacific Gas and Electric,Pacific Gas and Electric,,Reservoir,1,63,,None,9/9/2016 12:00:00 AM,8/5/2016 12:00:00 AM,,,,9/9/2016 12:00:00 AM,,,9/9/2016 12:00:00 AM,NO,NO,NO,1/1/2016 12:00:00 AM,2016,Mountain Meadows Reservoir,Event Response,Closed,MVan Dyke,12/31/2016 12:00:00 AM,,90
